dist_id,district,sped_pp_diff,model_4_diff_total,model_4_diff_pp,ell_funding,sparsity_funding,model_4_total_funding,model_4_local_share_total,model_4_state_share_pp,geoid,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,gifted_enroll,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ed_funding,gifted_funding,vocational_funding,model_4_pp_funding,model_4_local_mills_total,model_4_local_pct_total,model_4_local_share_pp,model_4_state_share,model_4_local_diff_total,current_local_pp,model_4_local_diff_pp,model_4_state_diff_total,model_4_state_diff_pp,sped_pp_funding,sped_model_4_pp,at_risk_pp_funding,ed_model_4_pp,ed_pp_diff,cte_pp_funding,cte_model_4_pp,cte_pp_diff
4320,BROOKHAVEN,873.8129675810469,1583862.6899999976,612.475904872389,34800,0,19095530.88,5155793.3376,5390.463086774941,2800840,17511668.19,6771.720104408353,13459833,4051835.19,6022839.676,4051835.19,2586,17.19387533487206,13659606,5282.136890951276,5204.885150812065,15006797,5803.092420726992,77,196,201,212,196,158,199,159,169,228,220,189,194,150,0.3909,558,29,26,0,38,5,5,18,134,5,61,0,104,5,0,399,215101417,12128797.01,BROOKHAVEN,150.4023932728626,0.28,7496815.42,2368.99435,276,115,10,1010.8674,724.08,215101.417,83.17920224284609,8983957.324000001,3474.074757927301,10954961.81,4236.257467130703,27584274,10666,12128797,4690,Town,101900,39841,1607701,776720.86168052,280855,1566.834953596288,0,129.3,15516000,993600,862500,102000,1958100,1213040.88,38790,334800,7384.196009280742,6022839.676,5155793.3376,1993.7329225058006,13939737.542399999,-6973003.6724,4690.176724671307,-2696.4438021655064,-1067059.4576000012,-412.62933395205073,4009.2294264339153,4883.042394014962,768.3706702585522,1200,431.6293297414478,503.32437275985666,600,96.67562724014334
0700,CALHOUN COUNTY,1051.0000000000005,898397.1113538202,431.92168815087643,160800,181396.15535382193,15784211.355353821,2855222.244,6215.860149689338,2800870,14885814.244,7156.641463461538,12030592,2855222.244,2855222.244,3621588.57,2080,3.546505165434119,12223903,5876.876442307693,5783.9384615384615,13413291,6448.6975961538465,86,150,158,134,149,139,155,151,164,138,169,166,150,130,0.2712,798,134,19,0,47,5,5,14,131,5,33,5,118,5,0,382,101972223,4965747.48,CALHOUN COU,586.492871989203,0.324,7455794.86,1911.48889,296,81,10,564.096,673.9200000000001,101972.223,49.02510721153846,10558068.756,5075.9945942307695,9791702.43,4707.549245192307,18808327,9042,4965747,2387,Rural,70500,37263,1368363,637279.4525084,489806,1372.703001923077,0.01453494834565881,104,12480000,1065600,607500,102000,1775100,676915.2,31200,478800,7588.563151612414,2855222.244,4261737.065945532,1372.703001923077,12928989.111353822,-2110525.2360000005,2387.3785961538465,-1014.6755942307695,-484301.88864617795,-232.8374464645085,3535.8217054263564,4586.821705426357,1129.7358118270647,1200,70.26418817293529,613.7919799498746,600,-13.791979949874644
4520,CANTON,919.5292397660814,3171146.59,1001.6255811749843,369600,0,23823840.96,6432437.059200001,5493.178743145926,2800900,20652694.37,6523.276806696147,15874091,4778603.37,8080929.304,4778603.37,3166,16.883714589148912,15486257,4891.426721415035,5013.926405559065,17698531,5590.18667087808,94,231,245,237,260,182,252,240,253,259,252,258,167,168,0.4863,978,308,38,0,13,13,5,27,57,11,76,5,92,5,0,335,288604618,16544485.96,CANTON,187.51797676293188,0.312,11363603.64,2751.11876,162,164,16,1539.6258,987.792,288604.618,91.15749147188882,9617601.696,3037.7769096651923,12919927.63,4080.836269740998,34835514,11003,16544485,5225,Rural,153400,41939,1661921,897744.97433396,393681,1509.3504011370817,0,158.3,18996000,583200,1230000,163200,1976400,1847550.96,47490,586800,7524.902387871131,8080929.3040000005,6432437.059200001,2031.7236447252055,17391403.9008,-10112048.9008,5225.674655716994,-3193.9510109917883,-307127.0991999991,-97.0079277321538,4859.418128654971,5778.9473684210525,583.092966053154,1200,616.907033946846,402.5368098159509,600,197.4631901840491
0800,CARROLL COUNTY,88.37226277372247,532931.5174763426,662.0267297842765,39600,179616.4974763427,6255456.497476343,1688973.2543186126,5672.649991500286,2800930,5722524.98,7108.726683229815,4398452,1324072.98,2510623.22,1324072.98,805,1.281231936307605,4615780,5733.888198757764,5463.91552795031,4903974,6091.893167701864,20,54,53,50,69,56,54,53,61,79,83,63,47,46,0.4275,178,33,5,0,5,5,5,5,37,5,18,0,52,0,0,137,89665115,2896775.33,CARROLL COU,628.3015410308437,0.221,3245091.3,738.583333,94,38,5,344.1375,177.905,89665.115,111.38523602484472,2393350.78,2973.106559006211,3579901.02,4447.08201242236,7930910,9852,2896775,3598,Rural,99000,46052,662293,248772.6821638,99740,1644.811155279503,0.03718768063692395,40.25,4830000,338400,285000,51000,674400,412965,12075,106800,7770.753413014091,2510623.22,1688973.2543186126,2098.1034215138047,4566483.24315773,-1207802.0756813874,3598.4786708074535,-1500.3752492936487,-337490.75684226956,-419.2431762015776,4834.255474452555,4922.6277372262775,722.8874567979369,1200,477.1125432020631,560.3370786516854,600,39.662921348314626
0911,CHICKASAW COUNTY CONSOL,1139.7732240437163,1353755.4360000007,611.4523197831986,55200,0,16692807.84,2218984.404,6537.408959349594,2800200,15339052.404,6928.207951219511,13120068,2218984.404,2218984.404,3949555.41,2214,5.496836147575836,12877302,5816.306233062331,5925.956639566396,14627983,6607.038392050587,59,194,183,174,154,146,134,150,152,171,195,168,150,126,0.3313,838,46,23,0,28,12,5,25,109,5,72,5,77,0,5,362,79249443,4476040.07,CHICKASAW C,402.7771504479714,0.264,5634791.05,1955.66111,214,142,10,733.4982,584.496,79249.443,35.79468970189702,12408998.596,5604.787080397471,10678427.59,4823.138026196929,19329326,8730,4476040,2021,NA,NA,NA,1520243,646341.7612634,378375,1002.2513116531164,0,110.7,13284000,770400,1065000,102000,1937400,880197.84,33210,502800,7539.66027100271,2218984.404,4507058.1168,1002.2513116531165,14473823.436,-2257055.666,2021.6983152664861,-1019.4470036133696,-154159.56399999931,-69.62943270099368,4153.669398907104,5293.44262295082,881.1770243790645,1200,318.8229756209355,451.5214797136038,600,148.4785202863962
1000,CHOCTAW COUNTY,681.6560283687941,387302.74862708896,314.8802834366579,6000,151909.80862708745,9550296.608627088,2578580.084329314,5668.062214876239,2800990,9162993.86,7449.58850406504,7042868,2120125.8600000003,7774436.208,2120125.8600000003,1230,2.941601509118056,6945544,5646.783739837399,5725.908943089431,7852318,6383.99837398374,65,91,105,89,96,83,92,103,88,95,99,86,65,62,0.2318,372,5,14,0,16,5,0,5,79,0,82,0,81,0,0,280,277658436,11067317.21,CHOCTAW COU,418.1395733539638,0.29600000000000004,4353851.68,1098.55556,176,106,0,285.11400000000003,364.08,277658.436,225.7385658536585,77881.79200000037,63.31853008130111,5732192.14,4660.31881300813,19341090,15724,11067317,8997,Rural,81400,36777,1236373,356057.88722324,239967,1723.67956097561,0.02058398490881944,61.5,7380000,633600,795000,0,1428600,342136.80000000005,18450,223200,7764.468787501698,7774436.208,2578580.084329314,2096.4065726254585,6971716.524297774,-8488737.125670686,8997.8188699187,-6901.412297293241,-880601.4757022262,-715.9361591075012,4384.301418439716,5065.95744680851,1248.8263895257335,1200,-48.826389525733475,645.0725806451613,600,-45.07258064516134
1100,CLAIBORNE COUNTY,1520.038043478261,978706.611733038,823.8271142533986,0,182642.09173303843,9595553.451733038,2184837.452,6237.976430751715,2801020,8616846.84,7253.238080808081,6623088,1993758.84,2184837.452,1993758.84,1188,2.437681092409674,6431257,5413.5159932659935,5574.989898989899,7384292,6215.7340067340065,39,75,91,87,90,61,83,80,97,93,96,109,73,81,0.5606,588,0,5,0,5,5,5,15,30,11,59,0,44,0,5,179,78029909,5292737.7,CLAIBORNE C,487.34840816509313,0.398,3868931.62,1017.72881,79,89,16,665.9928,472.824,78029.909,65.68174158249158,5199454.548,4376.6452424242425,5390533.16,4537.485824915825,12792808,10768,5292737,4455,Rural,67500,29338,835413,360442.7020964,371360,1678.2481818181818,0.02562318907590326,59.400000000000006,7128000,284400,667500,163200,1115100,799191.36,17820,352800,8077.065195061479,2184837.452,2590799.43196792,1839.0887643097644,7410715.999733038,-3107900.248,4455.166414141414,-2616.0776498316495,26423.999733038247,22.2424240177088,4540.288043478261,6060.326086956522,541.2111093339148,1200,658.7888906660852,631.5646258503401,600,-31.56462585034012
1420,CLARKSDALE,-384.093220338983,1854745.1679999996,875.7059338999061,32400,0,15933336.48,2017222.312,6570.4032898961295,2801050,14078591.312,6647.115822474032,12061369,2017222.312,2017222.312,3630853.35,2118,112.71631676836104,11613241,5483.116619452314,5694.6973559962225,13447605,6349.199716713881,75,173,167,153,179,121,110,183,110,167,190,164,149,133,0.5653,575,27,17,5,30,15,0,41,52,5,24,5,32,5,5,220,72043654,5040967.68,CLARKSDALE,18.79053592881872,0.516,14527676.69,1745.65093,114,102,20,1197.3054,1092.888,72043.654,34.014945231350325,11430382.688,5396.781250236072,9816751.65,4634.915793201133,18700264,8829,5040967,2380,Town,65400,30223,1470046,616231.62508296,213402,952.4184664778091,0,105.9,12708000,410400,765000,204000,1379400,1436766.48,31770,345000,7522.821756373938,2017222.312,4302000.8496,952.4184664778093,13916114.168000001,-3023745.368,2380.0602832861186,-1427.6418168083094,468509.16800000146,221.20357318224887,6229.0084745762715,5844.9152542372885,514.6820728303405,1200,685.3179271696595,371.1339130434783,600,228.8660869565217
0614,CLEVELAND,764.4201312910282,2027655.3999999985,719.5370475514546,74400,0,21479468.88,5799456.5976,5564.23430887154,2800750,19451813.48,6902.701731724627,14951069,4500744.48,6140151.164000001,4500744.48,2818,26.20708102528859,14704672,5218.123491838183,5305.560326472676,16669424,5915.338537970191,68,218,217,203,204,184,247,207,203,219,235,227,206,129,0.4468,869,62,34,0,45,5,5,41,153,15,67,5,77,5,5,450,219291113,12328721.85,CLEVELAND,107.5281904642781,0.405,9162184.58,2530.39444,275,157,25,1259.0824,1141.29,219291.113,77.81799609652236,10529272.836,3736.434647267565,12168679.52,4318.19713271824,29617598,10510,12328721,4374,Town,129500,35789,2073160,841033.26990588,366002,1597.141405251952,0,140.9,16908000,990000,1177500,255000,2422500,1510898.8800000001,42270,521400,7622.238779276082,6140151.164000001,5799456.5976,2058.004470404542,15680012.282399999,-6529265.2524,4374.990010645848,-2316.985540241306,-989411.717600001,-351.10422909865156,4536.455142231947,5300.8752735229755,667.9731762638252,1200,532.0268237361748,421.1760644418872,600,178.8239355581128
2521,CLINTON,1135.688995215311,819710.7800000012,157.30393014776382,284400,0,36536656.08,8273302.408,5423.7869261178275,2801090,35716945.3,6854.144175781999,27452788,8264157.300000001,8273302.408,8264157.300000001,5211,38.89745095683939,27710753,5317.741892151219,5268.2379581654195,30607990,5873.726731913261,46,342,324,369,358,383,376,444,405,452,465,468,395,348,0.1769,1262,237,49,0,66,21,5,31,252,5,74,5,114,0,5,630,295475086,19754262.53,CLINTON,133.9676475402495,0.155,9536034.84,4786.26257,432,185,10,921.8259,807.705,295475.086,56.70218499328344,22334687.592,4286.065552101324,22343832.7,4287.82051429668,50871559,9762,19754262,3790,Rural,167600,62362,2332623,1518946.77230744,423413,1585.9062176165803,0,260.55,31266000,1555200,1387500,102000,3044700,1106191.08,78165,757200,7011.448105929763,8273302.408,9864897.1416,1587.6611798119363,28263353.672,-11480960.122000001,3790.8774764920363,-2203.2162966800997,-2344636.3280000016,-449.93980579543313,3720.2918660287082,4855.980861244019,1647.75883635667,1200,-447.7588363566699,335.5095087163233,600,264.4904912836767
1400,COAHOMA COUNTY,-66.67955801105018,505118.2933918396,511.2533333925503,0,186769.15339184005,7962636.6733918395,2149911.9018157967,5883.324667587089,2801110,7457518.38,7548.095526315789,5732004,1725514.38,4089162.924,1725514.38,988,1.8493732558731435,6170910,6245.86032388664,5801.6234817813765,6390794,6468.414979757085,0,49,61,58,78,50,80,87,72,122,82,79,87,63,0.5342,365,0,5,0,5,5,5,15,36,5,24,5,66,5,5,162,146041533,5658673.3,COAHOMA COU,534.2350425271701,0.44,5966637.66,962.591506,107,59,15,527.7896000000001,434.72,146041.533,147.81531680161942,2301631.0760000004,2329.5861093117414,4665279.62,4721.9429352226725,12260457,12409,5658673,5727,Rural,71700,27333,992769,308992.95452468,107670,1746.472044534413,0.03150626744126857,49.400000000000006,5928000,385200,442500,153000,980700,633347.52,14820.000000000002,219000,8059.34885970834,4089162.9239999996,2149911.9018157967,2176.024192121252,5812724.771576043,-3508761.398184203,5727.4021255060725,-3551.3779333848206,-578069.2284239568,-585.0903121699967,5484.911602209945,5418.232044198895,585.4472208711197,1200,614.5527791288803,294.986301369863,600,305.013698630137
8111,COFFEEVILLE,1101.140845070423,177748.90755403182,426.2563730312513,0,94066.45755403192,3319072.937554032,896149.6931395887,5810.367492600583,2801140,3141324.0300000003,7533.151151079137,2414487,726837.03,1406185.228,726837.03,417,1.2403494183040804,2336671,5603.52757793765,5790.136690647482,2691989,6455.6091127098325,0,31,26,27,29,24,33,32,20,28,37,36,44,32,0.5037,131,0,5,0,5,5,0,5,15,5,5,5,21,0,0,67,50220901,1989737.93,COFFEEVILLE,336.1955863777166,0.35100000000000003,2464604.96,368.960894,41,25,5,210.0429,146.36700000000002,50220.901,120.43381534772182,1285803.772,3083.4622829736213,1965151.97,4712.594652278178,4777956,11457,1989737,4771,Rural,74000,38197,307919,117224.65579764,57880,1743.0144604316547,0.0375965058169592,20.85,2502000,147600,187500,51000,386100,252051.48,6255,78600,7959.407524110388,1406185.228,896149.6931395887,2149.040031509805,2422923.244414443,-1093588.2368604112,4771.553788968825,-2622.51375745902,-269065.75558555685,-645.2416201092492,4336.887323943662,5438.028169014085,558.09863507712,1200,641.90136492288,441.8320610687023,600,158.16793893129773
